strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_2,additive_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
zzzzzzzz,0,Oatmeal,52,Hemp,97,Straw,215,Vegiplants,53,Hemp,213,cellulose,cellulose,cellulose,0.36,0,21,0.7533447531162517,22,2500,Non-Pressed,75,80,65,85,0.041
xxxxx,1,Bulgur,71,Sawdust,63,Hemp,277,Straw,87,Grass,258,cellulose,CaCO,CaCO,0.43,0,18,0.7397712621199526,8,4000,Non-Pressed,80,30,17,75,0.065
xxxxx,1,BierTreber,65,Rapstraw,77,Hemp,222,Rapstraw,92,Biertreber,287,CaSO4,CaCO,CaSO4,0.6,1,22,0.8100865804519579,17,3000,Non-Pressed,80,17,5,80,0.024
yyyyyyy,0,BierTreber,79,Vegiplants,59,Straw,262,Straw,99,Hemp,202,CaSO4,CaSO4,CaSO4,0.45,1,23,0.6641365622015011,13,500,Non-Pressed,70,43,65,85,0.057
zzzzzzzz,1,Oatmeal,73,Hemp,75,Vegiplants,249,Straw,92,Vegiplants,264,CaCO,CaCO,cellulose,0.54,1,19,0.6212728596684909,12,4500,Cold-Pressed,75,40,5,70,0.093
yyyyyyy,1,Barley,82,Straw,84,Grass,234,Hemp,57,Grass,266,CaCO,cellulose,CaSO4,0.55,1,19,0.6237733724047646,12,4000,Cold-Pressed,75,17,5,85,0.07
yyyyyyy,0,Buckwheat,76,Sawdust,60,Rapstraw,200,Grass,73,Straw,282,cellulose,CaSO4,CaSO4,0.34,1,19,0.9306455015223702,10,1000,Hot-Pressed,75,67,53,70,0.061
xxxxx,1,Oatmeal,90,Sawdust,76,Hemp,276,Hemp,100,Grass,270,cellulose,cellulose,cellulose,0.59,0,20,0.8165557085592253,23,3000,Non-Pressed,80,47,17,80,0.004
zzzzzzzz,0,Bulgur,73,Rapstraw,88,Vegiplants,285,Rapstraw,76,Rapstraw,265,CaSO4,cellulose,CaSO4,0.43,0,22,0.6362243948297693,15,3000,Non-Pressed,70,72,53,70,0.088
yyyyyyy,0,Bulgur,62,Hemp,53,Vegiplants,279,Rapstraw,61,Hemp,288,CaSO4,cellulose,CaCO,0.52,0,22,0.7104969682435776,19,4500,Cold-Pressed,70,52,65,85,0.072
xxxxx,0,Barley,59,Sawdust,69,Straw,255,Biertreber,92,Grass,209,CaSO4,cellulose,cellulose,0.34,0,18,0.9031599784873412,19,3500,Hot-Pressed,75,68,29,85,0.07
xxxxx,0,Barley,83,Biertreber,98,Sawdust,225,Grass,70,Hemp,213,CaCO,CaSO4,cellulose,0.33,1,28,0.7219867025959972,20,3500,Hot-Pressed,70,16,41,80,0.002
yyyyyyy,1,BierTreber,53,Hemp,89,Vegiplants,300,Sawdust,57,Sawdust,288,cellulose,cellulose,CaSO4,0.33,1,19,0.8152557188994696,22,4000,Non-Pressed,80,73,41,85,0.04
yyyyyyy,1,Barley,71,Grass,89,Vegiplants,282,Hemp,55,Vegiplants,207,CaSO4,cellulose,cellulose,0.35,0,27,0.8682423095599738,5,2500,Cold-Pressed,70,12,65,85,0.076
yyyyyyy,0,Oatmeal,61,Biertreber,81,Hemp,239,Straw,51,Straw,275,cellulose,CaCO,CaCO,0.45,0,19,0.7937413863743429,13,4500,Cold-Pressed,70,72,17,70,0.011
yyyyyyy,1,Oatmeal,71,Hemp,98,Grass,215,Rapstraw,98,Vegiplants,233,CaCO,CaSO4,cellulose,0.57,1,22,0.9209665272458223,16,4000,Cold-Pressed,75,14,29,80,0.015
yyyyyyy,0,Barley,70,Sawdust,93,Biertreber,257,Biertreber,73,Rapstraw,234,cellulose,CaSO4,CaSO4,0.54,0,26,0.6264474281394465,10,4000,Cold-Pressed,85,53,29,80,0.005
zzzzzzzz,0,Buckwheat,72,Biertreber,61,Grass,295,Rapstraw,57,Straw,211,cellulose,CaSO4,CaCO,0.37,0,26,0.6548875523635876,18,1500,Non-Pressed,80,68,29,80,0.088
zzzzzzzz,1,Bulgur,56,Sawdust,84,Biertreber,226,Rapstraw,57,Vegiplants,202,CaCO,cellulose,cellulose,0.4,1,25,0.8589706226484461,7,4000,Hot-Pressed,70,73,5,85,0.053
xxxxx,0,Buckwheat,74,Biertreber,94,Vegiplants,246,Sawdust,81,Hemp,265,CaCO,CaCO,cellulose,0.47,0,25,0.9259282348604321,12,2500,Non-Pressed,85,64,41,85,0.078
yyyyyyy,0,Buckwheat,57,Vegiplants,81,Rapstraw,296,Rapstraw,76,Biertreber,268,CaCO,cellulose,CaCO,0.58,1,28,0.6481979013959984,7,3500,Non-Pressed,85,54,41,85,0.043
xxxxx,1,Buckwheat,55,Grass,88,Grass,281,Grass,89,Biertreber,290,CaCO,CaCO,CaCO,0.34,1,22,0.9212506256399049,16,4500,Cold-Pressed,85,39,5,85,0.058
zzzzzzzz,0,Buckwheat,51,Straw,87,Grass,201,Vegiplants,98,Vegiplants,299,CaSO4,CaCO,cellulose,0.5,1,27,0.7493319435977024,12,2500,Cold-Pressed,85,24,17,70,0.096
xxxxx,1,BierTreber,57,Vegiplants,85,Vegiplants,247,Biertreber,67,Grass,219,CaCO,CaSO4,cellulose,0.43,0,27,0.8768841737773493,18,4500,Non-Pressed,80,45,41,75,0.036
xxxxx,0,Buckwheat,72,Hemp,57,Sawdust,296,Straw,92,Straw,260,cellulose,CaCO,CaCO,0.59,0,28,0.8982935914154346,24,4000,Cold-Pressed,70,24,65,75,0.002
yyyyyyy,0,Buckwheat,72,Hemp,92,Rapstraw,283,Straw,82,Vegiplants,289,CaCO,CaCO,CaCO,0.53,0,21,0.8017248571318685,15,3000,Non-Pressed,75,44,53,70,0.079
xxxxx,1,Buckwheat,61,Vegiplants,51,Sawdust,262,Straw,57,Grass,289,CaSO4,CaCO,CaCO,0.56,0,20,0.7756135146140379,18,4000,Non-Pressed,75,64,17,85,0.034
yyyyyyy,0,Oatmeal,96,Biertreber,91,Straw,259,Vegiplants,63,Biertreber,213,cellulose,CaCO,CaCO,0.54,1,21,0.8976571073240033,9,4500,Cold-Pressed,80,43,41,70,0.078
zzzzzzzz,0,Oatmeal,50,Rapstraw,71,Straw,224,Biertreber,90,Rapstraw,272,CaCO,cellulose,CaCO,0.43,1,19,0.6169852486113386,21,3000,Cold-Pressed,85,42,17,80,0.096
yyyyyyy,0,Barley,100,Sawdust,68,Sawdust,229,Rapstraw,85,Biertreber,277,CaCO,CaSO4,cellulose,0.48,1,28,0.7225757647514861,5,1000,Non-Pressed,80,46,65,85,0.043
yyyyyyy,1,Barley,62,Hemp,66,Sawdust,261,Biertreber,92,Rapstraw,227,CaCO,CaCO,cellulose,0.47,0,27,0.7190182887087833,14,3500,Cold-Pressed,80,69,65,70,0.065
zzzzzzzz,1,Buckwheat,92,Biertreber,96,Hemp,286,Vegiplants,100,Grass,244,CaCO,CaCO,cellulose,0.37,1,22,0.8414805647578617,22,1000,Cold-Pressed,70,24,17,80,0.08
yyyyyyy,1,Buckwheat,85,Grass,72,Hemp,249,Grass,70,Grass,247,CaCO,CaSO4,cellulose,0.35,1,22,0.696613900588196,24,4500,Cold-Pressed,70,53,41,85,0.011
xxxxx,0,Bulgur,89,Sawdust,84,Sawdust,230,Rapstraw,52,Grass,214,cellulose,CaSO4,CaCO,0.55,0,25,0.8623123977861022,10,1000,Hot-Pressed,85,27,41,80,0.006
xxxxx,0,Barley,65,Biertreber,58,Biertreber,265,Straw,74,Straw,289,CaSO4,cellulose,CaSO4,0.46,0,25,0.7117899841615665,9,1500,Hot-Pressed,80,32,29,85,0.058
xxxxx,1,Barley,84,Straw,71,Vegiplants,269,Grass,63,Biertreber,260,CaCO,cellulose,cellulose,0.6,0,23,0.7056549579453512,14,4500,Hot-Pressed,85,78,29,85,0.076
zzzzzzzz,1,Barley,70,Vegiplants,82,Sawdust,211,Hemp,88,Biertreber,250,CaSO4,CaCO,CaSO4,0.36,0,26,0.8030302421676591,14,4500,Non-Pressed,75,52,65,70,0.004
yyyyyyy,0,BierTreber,66,Biertreber,53,Vegiplants,201,Straw,78,Hemp,271,CaCO,cellulose,cellulose,0.35,1,25,0.7075205880018354,25,1500,Cold-Pressed,75,59,53,85,0.077
yyyyyyy,1,Barley,81,Biertreber,76,Sawdust,278,Grass,70,Sawdust,222,CaCO,CaSO4,cellulose,0.47,0,19,0.8887787544645815,18,2000,Non-Pressed,85,57,5,85,0.07
zzzzzzzz,1,Oatmeal,67,Straw,97,Biertreber,251,Grass,53,Rapstraw,213,cellulose,CaCO,CaCO,0.33,0,22,0.6538940395508643,23,500,Cold-Pressed,75,34,5,75,0.025
yyyyyyy,1,Bulgur,55,Straw,77,Biertreber,268,Straw,89,Hemp,218,CaCO,CaCO,CaCO,0.52,1,21,0.8591979658737832,10,2500,Cold-Pressed,75,25,29,80,0.076
xxxxx,0,Barley,66,Straw,95,Grass,300,Rapstraw,84,Vegiplants,206,CaCO,cellulose,cellulose,0.43,0,20,0.8996807472616337,15,1000,Hot-Pressed,70,40,17,75,0.095
yyyyyyy,0,Bulgur,90,Grass,80,Biertreber,254,Grass,57,Biertreber,268,CaSO4,CaCO,CaCO,0.4,1,25,0.892247393987107,8,500,Hot-Pressed,85,56,29,75,0.024
xxxxx,1,Barley,53,Biertreber,98,Vegiplants,206,Biertreber,77,Rapstraw,202,cellulose,CaCO,cellulose,0.53,0,24,0.8416303560087373,6,4500,Cold-Pressed,70,23,53,70,0.014
zzzzzzzz,1,BierTreber,71,Sawdust,57,Biertreber,300,Straw,72,Vegiplants,284,cellulose,CaSO4,CaCO,0.45,1,19,0.7108562977887201,16,4000,Hot-Pressed,70,29,5,80,0.007
zzzzzzzz,1,BierTreber,96,Vegiplants,59,Biertreber,235,Grass,87,Grass,282,CaSO4,cellulose,cellulose,0.52,0,20,0.617702274213695,7,500,Non-Pressed,70,23,29,70,0.017
yyyyyyy,0,Oatmeal,68,Grass,51,Biertreber,257,Biertreber,60,Vegiplants,293,CaCO,CaSO4,cellulose,0.34,0,28,0.6054911461268779,15,500,Non-Pressed,70,18,41,80,0.021
yyyyyyy,0,Oatmeal,53,Hemp,61,Vegiplants,207,Vegiplants,92,Sawdust,228,CaCO,CaCO,CaCO,0.48,1,20,0.9330217728792143,15,2500,Cold-Pressed,85,24,29,75,0.049
yyyyyyy,0,Bulgur,94,Hemp,91,Sawdust,257,Sawdust,56,Rapstraw,257,cellulose,CaCO,CaSO4,0.32,0,26,0.909460437337203,15,500,Non-Pressed,70,54,41,75,0.045
xxxxx,1,Oatmeal,91,Grass,63,Sawdust,268,Grass,76,Straw,212,cellulose,cellulose,cellulose,0.36,0,24,0.8148580132533444,12,4000,Cold-Pressed,75,80,17,70,0.017
yyyyyyy,0,Bulgur,69,Rapstraw,83,Sawdust,291,Straw,82,Grass,297,CaSO4,cellulose,CaCO,0.36,0,24,0.8451287554368241,15,1000,Non-Pressed,85,34,65,80,0.059
yyyyyyy,1,BierTreber,72,Vegiplants,97,Straw,267,Sawdust,72,Straw,207,CaSO4,CaSO4,cellulose,0.35,1,19,0.8487789627770008,10,1000,Hot-Pressed,80,13,65,85,0.036
xxxxx,0,Barley,73,Straw,68,Straw,271,Grass,84,Rapstraw,277,CaSO4,cellulose,CaSO4,0.54,1,26,0.6420029126130092,16,500,Cold-Pressed,80,53,53,80,0.04
xxxxx,0,Barley,66,Vegiplants,86,Grass,290,Hemp,75,Vegiplants,263,CaSO4,CaSO4,cellulose,0.49,0,27,0.8556390997734676,13,2000,Cold-Pressed,70,13,53,75,0.083
xxxxx,0,Barley,97,Sawdust,79,Hemp,289,Vegiplants,76,Grass,228,cellulose,CaCO,CaCO,0.58,0,18,0.6235955448386623,20,3000,Cold-Pressed,85,15,53,75,0.045
xxxxx,0,Bulgur,67,Rapstraw,73,Sawdust,282,Straw,54,Grass,218,CaSO4,CaCO,cellulose,0.49,0,28,0.6509354305695965,14,4000,Hot-Pressed,70,40,53,80,0.015
zzzzzzzz,1,BierTreber,98,Vegiplants,99,Sawdust,244,Biertreber,97,Vegiplants,232,CaSO4,CaCO,CaSO4,0.42,0,24,0.7494619211659793,19,4000,Non-Pressed,75,15,17,85,0.009
zzzzzzzz,0,Oatmeal,71,Straw,54,Hemp,260,Biertreber,73,Vegiplants,300,cellulose,CaCO,CaCO,0.37,0,22,0.6160110649047357,17,4000,Non-Pressed,80,35,65,85,0.091
yyyyyyy,0,BierTreber,91,Biertreber,90,Vegiplants,280,Hemp,66,Straw,235,cellulose,CaCO,CaCO,0.55,0,18,0.6785798880884982,25,4500,Hot-Pressed,85,37,5,80,0.017
zzzzzzzz,0,Bulgur,79,Sawdust,74,Grass,263,Vegiplants,75,Sawdust,226,CaCO,cellulose,cellulose,0.4,1,19,0.7145826596682107,8,500,Cold-Pressed,85,32,5,80,0.076
xxxxx,0,Barley,82,Sawdust,83,Sawdust,205,Straw,84,Straw,273,CaSO4,CaSO4,CaSO4,0.41,0,19,0.7287121736536379,18,1000,Cold-Pressed,80,68,17,75,0.067
zzzzzzzz,0,BierTreber,60,Sawdust,65,Straw,285,Sawdust,82,Grass,264,CaSO4,cellulose,CaSO4,0.45,0,24,0.935759503249678,8,2500,Cold-Pressed,75,42,17,70,0.019
yyyyyyy,1,Bulgur,83,Biertreber,74,Grass,216,Straw,94,Straw,242,cellulose,cellulose,CaSO4,0.31,1,25,0.7584336444320898,17,1000,Cold-Pressed,85,58,5,85,0.061
yyyyyyy,1,Oatmeal,71,Hemp,99,Biertreber,210,Sawdust,78,Biertreber,244,CaCO,cellulose,CaSO4,0.4,0,18,0.6560951207423931,12,2000,Cold-Pressed,85,69,65,70,0.011
zzzzzzzz,0,Oatmeal,92,Straw,56,Grass,291,Grass,52,Vegiplants,224,CaCO,cellulose,CaSO4,0.56,0,19,0.760128385497714,7,500,Hot-Pressed,80,76,53,75,0.026
zzzzzzzz,1,Buckwheat,53,Grass,72,Biertreber,288,Sawdust,89,Rapstraw,285,cellulose,CaSO4,cellulose,0.37,1,24,0.7705348226763129,15,4000,Non-Pressed,75,59,53,80,0.051
yyyyyyy,0,Oatmeal,100,Straw,54,Grass,205,Biertreber,99,Grass,238,CaSO4,CaCO,CaSO4,0.36,1,24,0.6710712161421454,11,1500,Hot-Pressed,85,59,17,85,0.041
yyyyyyy,0,Oatmeal,67,Rapstraw,92,Straw,248,Sawdust,61,Vegiplants,250,CaSO4,CaSO4,CaSO4,0.33,1,24,0.865423362342981,8,2500,Non-Pressed,70,21,5,85,0.091
xxxxx,1,Barley,53,Straw,87,Sawdust,216,Grass,59,Straw,246,cellulose,CaCO,CaCO,0.36,0,21,0.7131880572197556,17,1500,Hot-Pressed,75,30,65,75,0.071
xxxxx,1,Barley,98,Sawdust,71,Grass,235,Straw,93,Sawdust,240,CaSO4,cellulose,CaCO,0.42,1,24,0.7787422682177294,6,3000,Cold-Pressed,70,48,29,85,0.029
zzzzzzzz,0,BierTreber,62,Biertreber,78,Biertreber,277,Hemp,66,Sawdust,246,CaCO,CaSO4,CaCO,0.31,0,24,0.7670498153578449,20,3000,Hot-Pressed,75,28,65,70,0.031
xxxxx,0,Oatmeal,67,Rapstraw,65,Rapstraw,281,Sawdust,63,Biertreber,269,CaCO,cellulose,CaSO4,0.44,0,22,0.6302189213581015,24,4000,Non-Pressed,70,17,17,75,0.007
xxxxx,1,Oatmeal,66,Vegiplants,73,Rapstraw,217,Hemp,91,Vegiplants,257,CaSO4,CaCO,CaCO,0.54,1,26,0.7370319846278891,8,3000,Cold-Pressed,85,42,41,75,0.087
yyyyyyy,1,BierTreber,50,Rapstraw,63,Vegiplants,248,Grass,83,Sawdust,223,CaCO,CaCO,CaSO4,0.33,0,21,0.6313328757148373,22,3000,Non-Pressed,75,72,53,75,0.068
yyyyyyy,1,Buckwheat,66,Rapstraw,65,Grass,235,Vegiplants,68,Straw,221,cellulose,CaCO,CaSO4,0.31,0,22,0.8259005439724184,20,4500,Non-Pressed,75,27,17,85,0.086
xxxxx,1,Buckwheat,58,Biertreber,73,Grass,237,Hemp,78,Hemp,253,CaCO,CaSO4,CaCO,0.35,1,25,0.6612791999535936,14,3500,Cold-Pressed,85,24,41,80,0.089
zzzzzzzz,1,Barley,90,Sawdust,58,Rapstraw,203,Hemp,84,Vegiplants,238,CaSO4,CaCO,cellulose,0.44,0,19,0.6418845196781681,23,1000,Cold-Pressed,75,28,29,80,0.062
zzzzzzzz,0,Bulgur,55,Rapstraw,99,Straw,258,Rapstraw,56,Sawdust,231,CaSO4,cellulose,CaSO4,0.43,1,25,0.7314300692677789,13,3000,Hot-Pressed,85,32,5,75,0.016
xxxxx,1,Oatmeal,55,Grass,88,Biertreber,236,Biertreber,62,Straw,297,CaSO4,cellulose,cellulose,0.52,1,20,0.8509565899939401,25,3500,Cold-Pressed,75,57,5,80,0.03
yyyyyyy,0,BierTreber,56,Vegiplants,91,Rapstraw,281,Rapstraw,67,Biertreber,270,CaSO4,CaCO,cellulose,0.48,1,18,0.6398777597640921,14,4000,Non-Pressed,70,28,65,85,0.06
xxxxx,0,Oatmeal,99,Hemp,51,Straw,289,Straw,56,Rapstraw,275,CaSO4,CaSO4,CaCO,0.47,0,25,0.8138557369446382,18,3000,Non-Pressed,85,49,5,80,0.073
xxxxx,0,Buckwheat,50,Sawdust,89,Sawdust,282,Biertreber,54,Rapstraw,230,CaSO4,cellulose,CaCO,0.35,0,21,0.8270095749118247,20,1500,Hot-Pressed,80,11,41,75,0.004
yyyyyyy,1,Barley,55,Biertreber,60,Biertreber,236,Hemp,91,Biertreber,266,CaCO,CaCO,cellulose,0.52,1,26,0.6608167841980979,6,2000,Non-Pressed,80,10,41,80,0.031
zzzzzzzz,0,BierTreber,63,Rapstraw,70,Hemp,227,Sawdust,97,Straw,240,CaSO4,cellulose,cellulose,0.46,0,21,0.8671186659552272,18,2000,Cold-Pressed,75,18,53,75,0.01
xxxxx,0,Buckwheat,63,Hemp,56,Vegiplants,222,Sawdust,72,Straw,263,cellulose,CaSO4,cellulose,0.38,0,24,0.9005740711425189,12,1000,Hot-Pressed,70,78,53,75,0.07
xxxxx,1,Buckwheat,52,Hemp,68,Straw,248,Grass,58,Grass,213,cellulose,CaCO,cellulose,0.57,0,25,0.711888139273309,18,4500,Non-Pressed,85,75,29,85,0.024
yyyyyyy,0,BierTreber,57,Sawdust,50,Biertreber,215,Grass,50,Sawdust,238,CaSO4,CaSO4,cellulose,0.6,1,27,0.7248503710202571,22,1500,Hot-Pressed,80,73,29,80,0.012
zzzzzzzz,1,Barley,77,Vegiplants,64,Grass,298,Sawdust,100,Sawdust,206,CaSO4,cellulose,CaSO4,0.34,0,28,0.7465994099470674,21,3500,Non-Pressed,75,70,53,85,0.002
yyyyyyy,0,Barley,72,Straw,97,Vegiplants,238,Grass,58,Sawdust,224,CaCO,CaCO,cellulose,0.58,1,23,0.6912282129739303,7,1500,Hot-Pressed,75,45,17,70,0.074
xxxxx,0,Buckwheat,86,Rapstraw,88,Straw,227,Straw,57,Hemp,274,CaCO,CaCO,cellulose,0.5,0,21,0.805574373017178,8,3000,Non-Pressed,80,76,5,75,0.018
zzzzzzzz,1,Oatmeal,77,Biertreber,73,Hemp,283,Vegiplants,57,Grass,255,CaSO4,CaSO4,CaCO,0.35,1,24,0.7240197981131472,21,1000,Non-Pressed,70,50,29,85,0.069
yyyyyyy,1,Oatmeal,66,Rapstraw,57,Straw,228,Vegiplants,50,Hemp,274,CaSO4,CaCO,CaSO4,0.39,0,23,0.9363520706924734,21,2500,Cold-Pressed,75,50,65,85,0.079
zzzzzzzz,1,BierTreber,61,Hemp,62,Rapstraw,258,Hemp,65,Biertreber,271,CaSO4,CaCO,cellulose,0.6,1,18,0.8695063210998978,22,500,Hot-Pressed,70,49,17,85,0.097
zzzzzzzz,1,Buckwheat,86,Rapstraw,76,Grass,248,Grass,54,Vegiplants,228,CaSO4,cellulose,CaSO4,0.46,1,22,0.9248319379233638,8,500,Cold-Pressed,85,14,53,85,0.053
xxxxx,1,BierTreber,64,Grass,100,Biertreber,205,Grass,95,Straw,216,cellulose,CaCO,CaSO4,0.52,0,21,0.8684351693411254,11,2000,Cold-Pressed,80,24,53,75,0.054
xxxxx,1,Oatmeal,56,Sawdust,88,Rapstraw,297,Rapstraw,80,Grass,207,cellulose,CaCO,cellulose,0.42,1,27,0.9458954266617416,17,3000,Hot-Pressed,70,55,41,75,0.098
zzzzzzzz,0,Oatmeal,72,Vegiplants,63,Hemp,296,Biertreber,70,Grass,293,cellulose,CaCO,cellulose,0.43,0,23,0.7899123451547592,10,3500,Cold-Pressed,85,53,53,70,0.027
zzzzzzzz,1,BierTreber,90,Straw,57,Straw,296,Straw,59,Straw,234,CaSO4,CaSO4,cellulose,0.39,0,27,0.8080703319299457,9,3500,Hot-Pressed,85,62,29,85,0.083
zzzzzzzz,1,Barley,92,Grass,52,Sawdust,254,Sawdust,85,Sawdust,208,CaSO4,CaCO,cellulose,0.6,1,28,0.7080300757178619,20,1000,Cold-Pressed,75,52,17,85,0.076
zzzzzzzz,0,Buckwheat,100,Grass,79,Sawdust,251,Sawdust,88,Biertreber,287,CaCO,CaSO4,CaCO,0.59,0,28,0.8196661076759897,22,3500,Non-Pressed,85,60,5,70,0.073
xxxxx,1,Oatmeal,75,Sawdust,51,Sawdust,220,Biertreber,55,Rapstraw,256,cellulose,CaSO4,CaCO,0.35,0,18,0.8895807399942612,18,3500,Non-Pressed,80,66,53,80,0.028
xxxxx,0,Oatmeal,69,Hemp,70,Hemp,214,Biertreber,61,Biertreber,265,CaCO,CaSO4,CaSO4,0.32,0,19,0.7913707791200609,11,3500,Cold-Pressed,70,31,53,85,0.042
xxxxx,0,Bulgur,63,Vegiplants,92,Grass,297,Biertreber,68,Hemp,283,CaSO4,CaCO,cellulose,0.35,0,26,0.719956522782133,8,4000,Hot-Pressed,70,79,5,80,0.011
xxxxx,0,BierTreber,88,Hemp,57,Sawdust,227,Rapstraw,86,Rapstraw,200,CaSO4,CaSO4,cellulose,0.37,1,23,0.7701259207192149,9,4000,Hot-Pressed,85,30,41,80,0.02
yyyyyyy,1,Buckwheat,54,Grass,57,Vegiplants,289,Hemp,56,Biertreber,243,CaCO,CaCO,CaSO4,0.44,1,25,0.8578761755089449,15,1000,Cold-Pressed,80,18,17,85,0.059
xxxxx,1,Oatmeal,92,Hemp,71,Sawdust,291,Hemp,79,Straw,208,cellulose,CaSO4,CaSO4,0.4,0,18,0.7392332386208514,19,3000,Cold-Pressed,70,44,17,80,0.09
yyyyyyy,0,Buckwheat,53,Grass,91,Rapstraw,296,Hemp,50,Hemp,244,CaCO,CaCO,cellulose,0.35,0,28,0.6417176947568978,21,500,Non-Pressed,80,26,5,70,0.078
yyyyyyy,0,BierTreber,78,Vegiplants,73,Grass,274,Hemp,79,Grass,278,cellulose,cellulose,cellulose,0.56,1,21,0.8934065650102927,15,3000,Hot-Pressed,80,48,17,75,0.067
zzzzzzzz,0,Barley,56,Biertreber,98,Vegiplants,245,Vegiplants,59,Grass,289,CaSO4,cellulose,CaCO,0.48,0,27,0.6275530556339739,20,4500,Cold-Pressed,85,42,17,70,0.086
xxxxx,1,BierTreber,50,Straw,59,Sawdust,283,Straw,100,Rapstraw,265,CaCO,cellulose,CaCO,0.47,0,19,0.7919710974476246,16,4000,Cold-Pressed,75,23,53,80,0.057
yyyyyyy,1,Oatmeal,85,Hemp,57,Rapstraw,226,Biertreber,80,Straw,261,CaCO,CaCO,CaSO4,0.45,0,27,0.8450126611107415,23,2000,Hot-Pressed,75,48,5,80,0.032
zzzzzzzz,1,Oatmeal,91,Hemp,82,Sawdust,279,Hemp,90,Sawdust,271,cellulose,cellulose,CaSO4,0.51,0,21,0.7104267233956851,9,3500,Non-Pressed,75,34,29,85,0.077
yyyyyyy,0,BierTreber,83,Rapstraw,80,Hemp,290,Grass,78,Grass,229,CaSO4,CaCO,CaSO4,0.55,1,23,0.9157146166535298,7,1500,Non-Pressed,80,77,41,75,0.081
xxxxx,1,Bulgur,97,Straw,66,Straw,211,Vegiplants,65,Grass,227,CaCO,CaSO4,CaCO,0.38,0,19,0.6719633454378018,18,500,Non-Pressed,75,48,5,70,0.092
xxxxx,1,BierTreber,99,Rapstraw,77,Rapstraw,293,Hemp,65,Straw,256,CaSO4,CaSO4,CaCO,0.48,0,19,0.6655060467020798,9,4000,Hot-Pressed,75,38,17,75,0.069
zzzzzzzz,1,BierTreber,51,Rapstraw,56,Hemp,275,Grass,67,Vegiplants,201,CaCO,cellulose,CaCO,0.35,1,21,0.8735559506566172,6,3000,Hot-Pressed,80,12,17,85,0.008
zzzzzzzz,1,Oatmeal,82,Biertreber,64,Biertreber,294,Vegiplants,87,Vegiplants,279,CaCO,CaCO,CaCO,0.56,1,18,0.6370910745937299,16,4000,Non-Pressed,85,21,41,80,0.007
yyyyyyy,1,Buckwheat,93,Rapstraw,64,Straw,272,Vegiplants,86,Grass,215,CaCO,CaCO,CaCO,0.37,0,25,0.8196799816368302,13,4000,Non-Pressed,80,80,17,75,0.093
yyyyyyy,0,Barley,54,Vegiplants,61,Grass,257,Rapstraw,91,Straw,274,CaCO,CaSO4,cellulose,0.46,0,18,0.836368227558957,6,2500,Cold-Pressed,70,45,53,70,0.003
zzzzzzzz,0,Buckwheat,84,Vegiplants,79,Grass,230,Rapstraw,99,Vegiplants,244,CaSO4,CaSO4,CaCO,0.57,1,20,0.9408793880378683,7,4500,Hot-Pressed,80,79,41,70,0.041
xxxxx,0,Bulgur,58,Hemp,94,Hemp,295,Straw,80,Vegiplants,227,cellulose,CaCO,cellulose,0.55,0,23,0.605936061532039,15,3500,Hot-Pressed,75,45,41,80,0.027
xxxxx,1,Oatmeal,89,Biertreber,52,Rapstraw,291,Hemp,81,Biertreber,213,cellulose,CaCO,CaCO,0.55,0,18,0.8607887991796019,6,1000,Cold-Pressed,80,20,5,70,0.019
zzzzzzzz,1,Oatmeal,65,Hemp,97,Straw,271,Vegiplants,77,Biertreber,218,CaSO4,cellulose,CaCO,0.59,0,20,0.6142873278574917,21,3500,Hot-Pressed,70,75,29,75,0.093
zzzzzzzz,1,BierTreber,77,Hemp,55,Grass,239,Hemp,65,Biertreber,268,cellulose,CaCO,cellulose,0.48,1,25,0.6946698249948515,10,1000,Hot-Pressed,70,74,53,70,0.083
yyyyyyy,0,BierTreber,99,Sawdust,72,Straw,264,Sawdust,86,Biertreber,222,CaCO,CaCO,cellulose,0.48,0,27,0.6910089919744034,16,4500,Hot-Pressed,85,54,65,70,0.019
yyyyyyy,1,Barley,53,Rapstraw,55,Rapstraw,226,Grass,69,Hemp,271,CaSO4,CaSO4,CaCO,0.56,1,28,0.7145511765355801,24,2500,Hot-Pressed,75,15,29,85,0.006
yyyyyyy,0,Bulgur,93,Rapstraw,65,Vegiplants,288,Straw,63,Straw,292,CaSO4,CaCO,CaCO,0.42,0,21,0.9033336420192892,15,3000,Non-Pressed,85,71,29,70,0.074
xxxxx,1,Bulgur,52,Grass,77,Hemp,215,Hemp,83,Sawdust,210,CaSO4,CaSO4,CaCO,0.56,0,23,0.8847190848223013,7,1000,Hot-Pressed,70,46,29,75,0.086
zzzzzzzz,0,Oatmeal,88,Sawdust,57,Hemp,249,Sawdust,84,Straw,243,CaCO,cellulose,CaSO4,0.42,0,25,0.9178197321744952,20,1000,Non-Pressed,80,80,5,85,0.004
xxxxx,1,BierTreber,79,Sawdust,50,Sawdust,213,Straw,51,Sawdust,252,CaCO,cellulose,CaCO,0.35,1,21,0.7644633022917408,6,500,Cold-Pressed,80,69,53,70,0.07
