strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_weight_1,additive_2,additive_weight_2,additive_3,additive_weight_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
zzzzzzzz,1,Barley,65,Hemp,163.0,Vegiplants,101.0,Grass,85.0,Biertreber,551.0,CaCO,300.0,cellulose,274.0,CaCO,326.0,0.46,1,20,0.73,11,500,Cold-Pressed,70,58,17,85,0.078
yyyyyyy,0,Oatmeal,98,Straw,256.0,Hemp,298.0,Vegiplants,263.0,Grass,83.0,CaCO,316.0,CaCO,305.0,cellulose,279.0,0.36,1,27,0.81,16,1500,Cold-Pressed,85,73,29,85,0.058
yyyyyyy,1,Buckwheat,71,Vegiplants,298.0,Straw,243.0,Sawdust,279.0,Hemp,80.0,CaCO,626.0,CaCO,231.0,cellulose,43.0,0.55,0,21,0.65,18,3000,Cold-Pressed,80,42,41,80,0.065
xxxxx,0,Bulgur,82,Rapstraw,109.0,Rapstraw,180.0,Straw,202.0,Biertreber,409.0,CaSO4,395.0,CaCO,156.0,CaCO,349.0,0.46,0,18,0.85,8,1500,Non-Pressed,70,64,29,85,0.083
xxxxx,0,BierTreber,57,Biertreber,200.0,Sawdust,308.0,Biertreber,130.0,Straw,261.0,CaSO4,382.0,CaSO4,366.0,CaCO,152.0,0.3,1,23,0.7,22,4500,Cold-Pressed,70,42,65,85,0.055
xxxxx,1,Bulgur,51,Rapstraw,302.0,Vegiplants,412.0,Biertreber,71.0,Sawdust,115.0,CaCO,378.0,CaSO4,0.0,CaSO4,522.0,0.36,0,20,0.81,15,3500,Hot-Pressed,75,35,41,80,0.087
xxxxx,0,Oatmeal,78,Hemp,27.0,Biertreber,285.0,Biertreber,365.0,Biertreber,223.0,CaCO,360.0,cellulose,32.0,cellulose,508.0,0.44,1,18,0.75,18,2500,Non-Pressed,70,70,41,70,0.045
xxxxx,0,Oatmeal,54,Sawdust,376.0,Grass,120.0,Biertreber,396.0,Vegiplants,8.0,CaSO4,223.0,CaSO4,314.0,CaCO,364.0,0.31,0,28,0.87,12,4000,Non-Pressed,75,54,17,75,0.087
yyyyyyy,1,Buckwheat,69,Vegiplants,256.0,Grass,286.0,Biertreber,301.0,Grass,57.0,CaSO4,333.0,CaCO,144.0,CaSO4,423.0,0.44,0,27,0.73,17,3000,Hot-Pressed,85,77,53,75,0.072
zzzzzzzz,1,Bulgur,72,Straw,261.0,Sawdust,115.0,Straw,267.0,Vegiplants,258.0,CaSO4,161.0,cellulose,297.0,CaSO4,442.0,0.3,0,19,0.62,17,4500,Non-Pressed,70,18,5,80,0.05
yyyyyyy,1,Bulgur,73,Hemp,205.0,Vegiplants,328.0,Sawdust,148.0,Sawdust,219.0,cellulose,589.0,CaCO,168.0,CaCO,143.0,0.4,1,27,0.77,12,2000,Cold-Pressed,80,23,53,75,0.014
yyyyyyy,0,Barley,89,Rapstraw,132.0,Grass,200.0,Hemp,211.0,Straw,358.0,CaCO,511.0,CaSO4,372.0,CaCO,17.0,0.31,0,24,0.82,6,2000,Hot-Pressed,85,29,29,80,0.066
xxxxx,1,BierTreber,55,Hemp,269.0,Vegiplants,228.0,Rapstraw,306.0,Vegiplants,97.0,cellulose,432.0,CaCO,297.0,cellulose,171.0,0.47,0,22,0.91,24,3000,Cold-Pressed,75,67,41,75,0.001
xxxxx,0,Bulgur,70,Rapstraw,381.0,Rapstraw,208.0,Straw,20.0,Straw,290.0,CaCO,331.0,cellulose,543.0,CaSO4,26.0,0.54,1,27,0.94,21,1500,Hot-Pressed,75,63,53,80,0.01
xxxxx,1,BierTreber,78,Biertreber,153.0,Vegiplants,285.0,Biertreber,320.0,Sawdust,142.0,CaSO4,169.0,CaCO,289.0,CaCO,442.0,0.47,0,18,0.85,8,2000,Cold-Pressed,80,48,65,80,0.037
zzzzzzzz,1,Oatmeal,58,Hemp,145.0,Vegiplants,94.0,Grass,300.0,Hemp,361.0,CaCO,457.0,CaCO,130.0,cellulose,314.0,0.53,0,28,0.65,24,2000,Cold-Pressed,75,20,17,80,0.068
zzzzzzzz,1,Oatmeal,56,Vegiplants,100.0,Hemp,386.0,Straw,293.0,Vegiplants,121.0,cellulose,232.0,CaCO,275.0,cellulose,393.0,0.51,1,23,0.85,25,2000,Non-Pressed,85,68,53,85,0.084
yyyyyyy,0,Bulgur,65,Rapstraw,118.0,Hemp,382.0,Rapstraw,321.0,Grass,79.0,cellulose,30.0,CaSO4,819.0,cellulose,51.0,0.6,0,18,0.87,21,2500,Hot-Pressed,75,22,41,70,0.081
yyyyyyy,0,Oatmeal,65,Vegiplants,78.0,Rapstraw,195.0,Sawdust,331.0,Vegiplants,297.0,cellulose,434.0,CaSO4,113.0,cellulose,353.0,0.53,0,20,0.93,18,3500,Hot-Pressed,85,64,53,70,0.06
yyyyyyy,1,Barley,61,Hemp,432.0,Straw,0.0,Rapstraw,450.0,Rapstraw,18.0,CaCO,539.0,CaSO4,141.0,CaCO,220.0,0.42,0,27,0.79,23,1000,Cold-Pressed,85,15,53,80,0.003
zzzzzzzz,1,Oatmeal,83,Grass,288.0,Vegiplants,271.0,Grass,122.0,Hemp,218.0,CaCO,307.0,cellulose,470.0,CaSO4,124.0,0.49,1,21,0.73,24,2000,Hot-Pressed,80,35,17,80,0.053
yyyyyyy,1,Bulgur,83,Biertreber,205.0,Grass,273.0,Rapstraw,254.0,Grass,169.0,CaCO,355.0,CaCO,241.0,CaCO,304.0,0.43,1,27,0.63,10,4000,Non-Pressed,85,41,29,80,0.085
zzzzzzzz,0,Oatmeal,67,Rapstraw,177.0,Grass,212.0,Straw,373.0,Grass,138.0,CaSO4,457.0,CaSO4,361.0,cellulose,82.0,0.5,0,19,0.9,5,4000,Cold-Pressed,70,44,17,70,0.006
xxxxx,1,Barley,93,Hemp,33.0,Rapstraw,39.0,Hemp,342.0,Rapstraw,486.0,CaSO4,351.0,CaCO,445.0,CaCO,105.0,0.47,1,22,0.85,23,3500,Cold-Pressed,85,43,29,80,0.1
xxxxx,1,Oatmeal,81,Straw,297.0,Sawdust,118.0,Grass,245.0,Rapstraw,240.0,CaSO4,342.0,CaSO4,421.0,CaSO4,137.0,0.37,0,22,0.93,10,3500,Non-Pressed,70,22,53,85,0.067
zzzzzzzz,1,Oatmeal,79,Grass,286.0,Sawdust,303.0,Vegiplants,124.0,Sawdust,187.0,CaCO,428.0,cellulose,281.0,CaSO4,191.0,0.51,0,24,0.88,17,4500,Cold-Pressed,85,61,53,80,0.01
yyyyyyy,0,Oatmeal,61,Sawdust,152.0,Grass,225.0,Rapstraw,276.0,Sawdust,247.0,CaCO,233.0,CaCO,254.0,CaSO4,413.0,0.37,1,25,0.81,18,1000,Non-Pressed,85,40,53,70,0.087
xxxxx,1,BierTreber,94,Grass,41.0,Sawdust,261.0,Sawdust,186.0,Rapstraw,412.0,cellulose,384.0,CaCO,228.0,CaCO,288.0,0.54,0,22,0.76,12,3000,Hot-Pressed,80,28,41,75,0.036
zzzzzzzz,1,BierTreber,71,Vegiplants,365.0,Hemp,123.0,Grass,123.0,Biertreber,288.0,CaCO,464.0,CaCO,19.0,CaSO4,418.0,0.56,0,27,0.81,21,2000,Cold-Pressed,80,22,5,70,0.029
yyyyyyy,0,Bulgur,95,Straw,179.0,Grass,254.0,Straw,204.0,Grass,263.0,CaCO,350.0,CaCO,250.0,CaSO4,300.0,0.34,0,21,0.92,16,1500,Cold-Pressed,85,56,41,85,0.007
zzzzzzzz,1,Buckwheat,59,Sawdust,750.0,Vegiplants,25.0,Vegiplants,42.0,Grass,83.0,cellulose,421.0,cellulose,381.0,cellulose,99.0,0.4,0,27,0.71,11,2000,Cold-Pressed,70,76,41,80,0.094
zzzzzzzz,0,Barley,76,Vegiplants,162.0,Hemp,70.0,Sawdust,350.0,Rapstraw,319.0,CaSO4,314.0,CaCO,557.0,CaSO4,30.0,0.52,0,25,0.61,10,4000,Non-Pressed,85,19,29,85,0.021
yyyyyyy,0,BierTreber,95,Grass,322.0,Straw,222.0,Rapstraw,147.0,Biertreber,209.0,CaCO,311.0,CaSO4,168.0,CaCO,421.0,0.5,1,20,0.78,25,4000,Cold-Pressed,80,43,17,80,0.085
xxxxx,1,Bulgur,76,Straw,220.0,Vegiplants,154.0,Rapstraw,285.0,Rapstraw,241.0,cellulose,279.0,cellulose,368.0,CaSO4,254.0,0.57,0,18,0.65,14,2500,Hot-Pressed,70,27,65,80,0.056
zzzzzzzz,0,Buckwheat,78,Vegiplants,104.0,Grass,282.0,Grass,241.0,Vegiplants,273.0,cellulose,288.0,CaCO,254.0,CaCO,358.0,0.5,1,22,0.87,17,4000,Non-Pressed,70,38,29,70,0.075
xxxxx,0,BierTreber,54,Hemp,305.0,Hemp,129.0,Straw,279.0,Grass,186.0,cellulose,281.0,CaCO,306.0,cellulose,313.0,0.35,1,22,0.76,22,2500,Non-Pressed,80,28,29,70,0.023
xxxxx,0,Barley,89,Hemp,128.0,Vegiplants,51.0,Grass,378.0,Biertreber,343.0,cellulose,353.0,CaSO4,175.0,CaCO,372.0,0.38,0,25,0.75,8,500,Cold-Pressed,85,28,53,75,0.084
xxxxx,0,Bulgur,67,Sawdust,99.0,Vegiplants,199.0,Straw,492.0,Rapstraw,110.0,CaSO4,299.0,cellulose,315.0,cellulose,286.0,0.48,0,22,0.77,7,1500,Hot-Pressed,80,67,17,75,0.042
xxxxx,0,BierTreber,84,Biertreber,224.0,Vegiplants,288.0,Rapstraw,56.0,Vegiplants,332.0,CaCO,140.0,cellulose,334.0,cellulose,426.0,0.38,0,20,0.76,16,4500,Cold-Pressed,70,39,29,85,0.067
xxxxx,0,Bulgur,100,Straw,21.0,Hemp,71.0,Sawdust,517.0,Straw,291.0,CaSO4,474.0,cellulose,356.0,CaSO4,70.0,0.54,1,27,0.86,25,3000,Non-Pressed,85,63,5,70,0.049
yyyyyyy,1,BierTreber,84,Vegiplants,195.0,Vegiplants,436.0,Rapstraw,139.0,Sawdust,130.0,CaCO,473.0,CaSO4,407.0,CaSO4,20.0,0.6,1,19,0.62,16,4000,Non-Pressed,85,48,5,85,0.019
zzzzzzzz,1,Bulgur,79,Biertreber,258.0,Sawdust,425.0,Vegiplants,185.0,Vegiplants,32.0,cellulose,508.0,CaSO4,68.0,CaSO4,325.0,0.59,0,21,0.72,12,4000,Cold-Pressed,70,15,53,80,0.01
zzzzzzzz,0,Barley,51,Sawdust,450.0,Straw,127.0,Biertreber,84.0,Rapstraw,239.0,CaCO,531.0,cellulose,260.0,CaCO,110.0,0.42,0,19,0.7,12,3000,Cold-Pressed,80,42,29,75,0.027
xxxxx,0,Buckwheat,52,Biertreber,106.0,Sawdust,166.0,Grass,378.0,Hemp,249.0,CaSO4,386.0,CaSO4,125.0,cellulose,390.0,0.36,1,23,0.79,25,3500,Cold-Pressed,75,25,5,75,0.004
yyyyyyy,0,Oatmeal,57,Sawdust,313.0,Sawdust,268.0,Rapstraw,271.0,Rapstraw,48.0,CaSO4,247.0,cellulose,380.0,CaCO,273.0,0.48,0,25,0.72,6,4500,Non-Pressed,70,67,53,70,0.055
yyyyyyy,1,Buckwheat,84,Vegiplants,255.0,Rapstraw,48.0,Rapstraw,518.0,Hemp,80.0,CaCO,111.0,CaCO,718.0,CaSO4,71.0,0.3,0,18,0.86,23,500,Hot-Pressed,85,54,5,75,0.035
zzzzzzzz,0,Barley,89,Hemp,37.0,Sawdust,375.0,Vegiplants,367.0,Straw,122.0,CaCO,30.0,CaSO4,472.0,CaSO4,398.0,0.56,0,24,0.67,12,1500,Non-Pressed,70,56,5,85,0.002
zzzzzzzz,0,Oatmeal,77,Vegiplants,354.0,Rapstraw,59.0,Vegiplants,229.0,Grass,258.0,CaCO,491.0,CaSO4,74.0,cellulose,335.0,0.51,0,22,0.88,6,500,Non-Pressed,75,29,5,85,0.038
yyyyyyy,1,Buckwheat,67,Grass,221.0,Sawdust,171.0,Vegiplants,251.0,Hemp,257.0,cellulose,170.0,CaSO4,287.0,cellulose,443.0,0.35,1,28,0.76,18,4500,Hot-Pressed,85,14,5,85,0.015
yyyyyyy,0,Oatmeal,59,Biertreber,288.0,Rapstraw,320.0,Grass,114.0,Rapstraw,178.0,CaSO4,102.0,CaSO4,84.0,CaSO4,714.0,0.34,0,25,0.68,22,3000,Hot-Pressed,75,80,5,80,0.069
yyyyyyy,1,Oatmeal,98,Vegiplants,235.0,Grass,17.0,Straw,333.0,Hemp,316.0,CaCO,293.0,cellulose,136.0,CaCO,471.0,0.37,1,24,0.9,19,2000,Non-Pressed,80,74,5,70,0.031
xxxxx,0,Oatmeal,51,Straw,131.0,Straw,202.0,Grass,361.0,Straw,206.0,CaCO,643.0,CaCO,89.0,cellulose,168.0,0.45,1,21,0.91,24,1000,Hot-Pressed,70,64,65,85,0.034
yyyyyyy,0,BierTreber,58,Rapstraw,272.0,Rapstraw,103.0,Biertreber,258.0,Straw,267.0,CaSO4,37.0,CaCO,490.0,CaSO4,372.0,0.34,1,25,0.63,23,2500,Cold-Pressed,70,47,53,75,0.093
xxxxx,0,Barley,55,Biertreber,173.0,Grass,439.0,Vegiplants,262.0,Straw,27.0,CaSO4,373.0,cellulose,377.0,cellulose,151.0,0.55,0,28,0.72,23,4000,Hot-Pressed,75,15,53,85,0.026
yyyyyyy,0,Buckwheat,62,Straw,394.0,Biertreber,80.0,Hemp,346.0,Vegiplants,80.0,cellulose,237.0,cellulose,307.0,cellulose,356.0,0.31,1,26,0.72,13,2500,Cold-Pressed,85,50,29,75,0.046
yyyyyyy,1,BierTreber,98,Hemp,174.0,Straw,10.0,Grass,68.0,Hemp,648.0,CaSO4,302.0,cellulose,282.0,CaCO,316.0,0.39,1,23,0.85,8,2500,Cold-Pressed,70,42,41,80,0.009
yyyyyyy,1,Buckwheat,94,Grass,270.0,Vegiplants,90.0,Hemp,400.0,Sawdust,140.0,CaCO,348.0,CaCO,51.0,CaCO,501.0,0.42,0,22,0.67,6,500,Cold-Pressed,80,65,17,85,0.031
zzzzzzzz,1,Bulgur,78,Rapstraw,224.0,Biertreber,242.0,Grass,46.0,Straw,388.0,CaCO,240.0,CaCO,231.0,cellulose,429.0,0.6,0,20,0.8,15,2500,Hot-Pressed,75,43,29,75,0.076
xxxxx,0,Buckwheat,50,Grass,258.0,Biertreber,274.0,Sawdust,262.0,Hemp,106.0,CaCO,360.0,cellulose,519.0,CaSO4,21.0,0.5,1,26,0.86,22,1500,Hot-Pressed,80,10,5,75,0.056
yyyyyyy,0,Barley,99,Rapstraw,282.0,Vegiplants,414.0,Vegiplants,160.0,Rapstraw,44.0,cellulose,465.0,CaCO,300.0,cellulose,135.0,0.43,0,28,0.89,15,2000,Hot-Pressed,85,47,29,85,0.096
yyyyyyy,0,Buckwheat,79,Straw,329.0,Grass,207.0,Sawdust,214.0,Sawdust,149.0,CaCO,349.0,CaCO,503.0,CaSO4,48.0,0.38,0,23,0.67,20,2000,Hot-Pressed,70,26,29,85,0.009
xxxxx,0,Bulgur,77,Straw,291.0,Hemp,137.0,Hemp,285.0,Sawdust,188.0,CaCO,436.0,CaSO4,40.0,CaSO4,423.0,0.36,1,23,0.81,17,2000,Non-Pressed,75,11,5,80,0.016
zzzzzzzz,0,Barley,90,Sawdust,126.0,Rapstraw,238.0,Biertreber,457.0,Rapstraw,79.0,CaCO,91.0,cellulose,397.0,CaCO,411.0,0.42,1,20,0.85,23,2000,Non-Pressed,75,41,53,75,0.019
xxxxx,1,Oatmeal,88,Hemp,54.0,Grass,428.0,Sawdust,79.0,Straw,339.0,CaCO,213.0,CaCO,267.0,CaSO4,420.0,0.58,0,24,0.79,7,4000,Non-Pressed,80,51,53,75,0.053
yyyyyyy,0,Buckwheat,94,Sawdust,383.0,Hemp,167.0,Vegiplants,308.0,Straw,42.0,CaSO4,352.0,cellulose,323.0,CaCO,225.0,0.56,1,26,0.78,6,1500,Non-Pressed,75,29,65,85,0.013
yyyyyyy,1,BierTreber,80,Biertreber,182.0,Rapstraw,296.0,Biertreber,389.0,Biertreber,32.0,CaSO4,508.0,cellulose,18.0,CaSO4,373.0,0.44,1,22,0.88,8,500,Hot-Pressed,85,39,65,85,0.05
zzzzzzzz,1,Barley,94,Hemp,148.0,Sawdust,218.0,Vegiplants,390.0,Biertreber,144.0,cellulose,602.0,CaSO4,279.0,CaSO4,19.0,0.44,0,21,0.75,18,1500,Hot-Pressed,70,59,5,75,0.016
yyyyyyy,0,Buckwheat,96,Rapstraw,284.0,Grass,164.0,Sawdust,355.0,Hemp,98.0,CaCO,66.0,CaCO,399.0,CaCO,435.0,0.34,0,25,0.6,6,4500,Non-Pressed,75,51,53,70,0.02
yyyyyyy,0,Bulgur,62,Vegiplants,12.0,Grass,505.0,Straw,296.0,Vegiplants,86.0,CaCO,405.0,cellulose,304.0,CaSO4,191.0,0.54,0,22,0.82,13,4500,Cold-Pressed,75,40,5,70,0.026
yyyyyyy,1,Barley,54,Vegiplants,105.0,Straw,552.0,Hemp,13.0,Sawdust,230.0,cellulose,246.0,CaSO4,309.0,CaCO,345.0,0.57,1,28,0.81,21,2500,Non-Pressed,80,71,17,80,0.02
xxxxx,0,Bulgur,58,Grass,253.0,Straw,374.0,Straw,253.0,Grass,20.0,cellulose,249.0,CaSO4,314.0,cellulose,337.0,0.54,1,27,0.76,10,1500,Cold-Pressed,85,54,29,80,0.013
xxxxx,0,Bulgur,64,Hemp,32.0,Hemp,389.0,Straw,32.0,Vegiplants,447.0,CaCO,306.0,cellulose,189.0,CaCO,406.0,0.33,1,24,0.82,22,3500,Hot-Pressed,80,26,29,75,0.044
zzzzzzzz,0,Barley,50,Straw,201.0,Vegiplants,152.0,Grass,282.0,Straw,264.0,cellulose,486.0,cellulose,129.0,CaSO4,285.0,0.51,0,18,0.8,20,3000,Hot-Pressed,70,33,17,70,0.003
xxxxx,0,BierTreber,71,Biertreber,40.0,Biertreber,372.0,Sawdust,422.0,Biertreber,65.0,CaCO,382.0,CaSO4,357.0,CaSO4,161.0,0.45,0,27,0.91,13,3000,Cold-Pressed,85,16,65,70,0.021
yyyyyyy,0,Bulgur,66,Vegiplants,320.0,Sawdust,179.0,Grass,175.0,Biertreber,225.0,cellulose,175.0,cellulose,475.0,cellulose,251.0,0.47,0,22,0.89,8,3000,Hot-Pressed,85,51,65,70,0.077
yyyyyyy,1,Barley,95,Sawdust,96.0,Straw,351.0,Sawdust,89.0,Hemp,364.0,CaSO4,458.0,CaSO4,260.0,cellulose,181.0,0.49,1,25,0.9,7,500,Hot-Pressed,70,68,53,80,0.059
yyyyyyy,1,BierTreber,72,Biertreber,211.0,Biertreber,158.0,Hemp,253.0,Biertreber,278.0,cellulose,480.0,CaCO,210.0,cellulose,210.0,0.5,1,22,0.68,7,3000,Cold-Pressed,70,38,53,70,0.052
yyyyyyy,1,Barley,77,Biertreber,312.0,Vegiplants,301.0,Rapstraw,7.0,Biertreber,280.0,cellulose,683.0,CaSO4,76.0,cellulose,141.0,0.36,1,23,0.82,11,3000,Cold-Pressed,75,27,53,75,0.093
yyyyyyy,0,BierTreber,88,Straw,47.0,Biertreber,182.0,Vegiplants,118.0,Hemp,553.0,CaCO,354.0,CaSO4,325.0,cellulose,221.0,0.43,1,22,0.82,6,3500,Non-Pressed,75,46,41,70,0.076
zzzzzzzz,1,BierTreber,50,Straw,207.0,Grass,36.0,Straw,79.0,Straw,579.0,CaCO,159.0,CaSO4,388.0,CaSO4,353.0,0.54,1,28,0.8,19,4000,Non-Pressed,70,15,65,80,0.062
zzzzzzzz,0,BierTreber,73,Sawdust,77.0,Straw,630.0,Straw,186.0,Biertreber,6.0,cellulose,507.0,CaSO4,48.0,cellulose,346.0,0.59,0,19,0.91,19,3000,Hot-Pressed,80,57,53,80,0.054
xxxxx,1,Oatmeal,85,Grass,21.0,Rapstraw,330.0,Sawdust,225.0,Biertreber,324.0,cellulose,246.0,CaCO,399.0,CaSO4,255.0,0.39,0,27,0.73,15,4000,Non-Pressed,70,27,65,75,0.056
xxxxx,1,Bulgur,61,Vegiplants,34.0,Sawdust,120.0,Hemp,501.0,Biertreber,245.0,CaSO4,82.0,cellulose,420.0,cellulose,397.0,0.43,0,23,0.76,16,2000,Cold-Pressed,75,63,5,80,0.087
zzzzzzzz,1,Barley,97,Rapstraw,270.0,Hemp,114.0,Straw,294.0,Straw,223.0,CaSO4,385.0,cellulose,272.0,CaSO4,243.0,0.5,1,21,0.77,21,2500,Hot-Pressed,80,67,41,80,0.081
zzzzzzzz,0,BierTreber,69,Rapstraw,472.0,Hemp,101.0,Rapstraw,77.0,Grass,250.0,CaSO4,502.0,CaCO,322.0,CaSO4,76.0,0.47,1,23,0.67,24,3000,Non-Pressed,70,52,17,80,0.071
yyyyyyy,0,Buckwheat,74,Sawdust,268.0,Straw,401.0,Straw,195.0,Straw,36.0,CaSO4,116.0,CaCO,450.0,cellulose,334.0,0.41,0,27,0.78,20,4500,Non-Pressed,80,25,5,70,0.031
xxxxx,1,Bulgur,77,Straw,429.0,Vegiplants,46.0,Biertreber,106.0,Straw,318.0,CaCO,152.0,CaSO4,412.0,CaSO4,336.0,0.44,0,21,0.9,16,3000,Hot-Pressed,70,65,53,70,0.04
zzzzzzzz,1,Buckwheat,65,Hemp,64.0,Rapstraw,501.0,Vegiplants,48.0,Sawdust,288.0,cellulose,272.0,CaSO4,221.0,CaCO,408.0,0.57,0,26,0.94,13,500,Cold-Pressed,80,21,5,85,0.1
zzzzzzzz,0,Bulgur,84,Straw,220.0,Grass,273.0,Grass,236.0,Rapstraw,171.0,CaCO,450.0,CaSO4,399.0,cellulose,51.0,0.57,1,24,0.77,19,4500,Hot-Pressed,70,18,53,80,0.068
yyyyyyy,1,Oatmeal,96,Grass,530.0,Vegiplants,222.0,Vegiplants,91.0,Grass,57.0,cellulose,35.0,CaSO4,582.0,cellulose,282.0,0.37,1,27,0.74,15,2500,Non-Pressed,80,20,5,80,0.088
zzzzzzzz,1,Buckwheat,81,Grass,130.0,Hemp,394.0,Hemp,199.0,Hemp,176.0,CaCO,185.0,cellulose,302.0,CaSO4,413.0,0.47,1,27,0.88,6,1500,Cold-Pressed,80,59,65,75,0.033
zzzzzzzz,0,Barley,51,Vegiplants,10.0,Sawdust,278.0,Straw,299.0,Hemp,312.0,CaSO4,281.0,CaSO4,450.0,CaSO4,169.0,0.45,1,27,0.74,10,1500,Non-Pressed,80,17,17,85,0.075
xxxxx,1,BierTreber,91,Biertreber,61.0,Sawdust,253.0,Grass,245.0,Straw,341.0,CaSO4,34.0,CaSO4,377.0,CaSO4,489.0,0.47,0,22,0.73,13,4000,Non-Pressed,70,42,65,80,0.076
zzzzzzzz,1,Barley,100,Straw,180.0,Vegiplants,158.0,Hemp,285.0,Straw,278.0,CaSO4,620.0,CaCO,202.0,cellulose,78.0,0.54,1,21,0.81,20,4000,Cold-Pressed,70,53,29,70,0.025
xxxxx,0,Barley,91,Biertreber,165.0,Sawdust,228.0,Grass,70.0,Grass,437.0,cellulose,140.0,CaCO,323.0,cellulose,437.0,0.42,1,26,0.74,21,4500,Cold-Pressed,85,59,17,80,0.048
zzzzzzzz,1,BierTreber,91,Straw,127.0,Hemp,263.0,Sawdust,212.0,Biertreber,297.0,CaSO4,311.0,CaCO,417.0,CaCO,172.0,0.43,1,28,0.87,18,500,Hot-Pressed,70,44,29,70,0.094
xxxxx,1,Oatmeal,92,Sawdust,373.0,Hemp,378.0,Grass,20.0,Biertreber,128.0,CaSO4,301.0,cellulose,307.0,cellulose,292.0,0.31,0,21,0.62,21,4000,Cold-Pressed,75,28,41,75,0.091
yyyyyyy,1,Oatmeal,58,Biertreber,276.0,Sawdust,312.0,Biertreber,129.0,Grass,184.0,CaSO4,240.0,cellulose,268.0,cellulose,392.0,0.39,1,27,0.85,25,4500,Non-Pressed,70,21,41,80,0.074
yyyyyyy,1,Barley,64,Rapstraw,102.0,Vegiplants,263.0,Vegiplants,66.0,Grass,468.0,CaSO4,261.0,CaSO4,150.0,cellulose,489.0,0.57,0,21,0.63,10,3000,Cold-Pressed,75,22,41,75,0.01
xxxxx,1,Oatmeal,89,Rapstraw,165.0,Biertreber,289.0,Hemp,234.0,Grass,212.0,CaSO4,234.0,cellulose,485.0,CaSO4,182.0,0.39,1,25,0.62,21,1000,Hot-Pressed,85,71,65,80,0.073
xxxxx,1,BierTreber,100,Vegiplants,230.0,Grass,82.0,Grass,225.0,Sawdust,362.0,CaSO4,372.0,CaCO,422.0,CaSO4,106.0,0.56,0,22,0.71,25,1000,Non-Pressed,70,14,5,70,0.013
zzzzzzzz,0,BierTreber,60,Grass,10.0,Hemp,323.0,Straw,290.0,Rapstraw,277.0,CaSO4,18.0,cellulose,373.0,cellulose,508.0,0.6,0,18,0.7,25,4500,Cold-Pressed,80,45,53,75,0.075
yyyyyyy,1,Oatmeal,84,Sawdust,39.0,Rapstraw,194.0,Grass,171.0,Biertreber,497.0,CaCO,369.0,CaSO4,373.0,CaSO4,158.0,0.52,1,27,0.73,19,2000,Hot-Pressed,85,41,41,75,0.018
yyyyyyy,0,Oatmeal,76,Vegiplants,419.0,Biertreber,74.0,Straw,102.0,Vegiplants,306.0,cellulose,187.0,cellulose,416.0,CaCO,297.0,0.41,0,24,0.91,25,4000,Cold-Pressed,80,60,5,70,0.097
zzzzzzzz,1,Bulgur,59,Sawdust,297.0,Sawdust,47.0,Biertreber,227.0,Rapstraw,329.0,CaSO4,207.0,CaSO4,10.0,cellulose,683.0,0.46,1,19,0.66,13,1000,Cold-Pressed,75,15,41,85,0.039
zzzzzzzz,1,Barley,50,Rapstraw,34.0,Grass,267.0,Sawdust,260.0,Straw,339.0,CaCO,309.0,CaSO4,231.0,CaCO,360.0,0.33,0,27,0.83,5,2000,Non-Pressed,70,17,29,85,0.007
xxxxx,1,Buckwheat,59,Hemp,245.0,Grass,131.0,Vegiplants,319.0,Biertreber,205.0,CaSO4,323.0,CaSO4,295.0,cellulose,281.0,0.36,0,26,0.8,21,1000,Non-Pressed,75,45,65,75,0.094
yyyyyyy,0,BierTreber,76,Biertreber,90.0,Straw,396.0,Biertreber,116.0,Grass,297.0,CaSO4,300.0,CaCO,60.0,CaSO4,540.0,0.48,0,19,0.92,14,4500,Non-Pressed,75,16,65,75,0.054
yyyyyyy,1,Bulgur,80,Grass,584.0,Sawdust,189.0,Grass,111.0,Grass,16.0,CaSO4,99.0,cellulose,557.0,cellulose,244.0,0.51,0,19,0.67,7,1000,Hot-Pressed,80,67,29,75,0.036
yyyyyyy,0,Bulgur,58,Biertreber,53.0,Sawdust,27.0,Straw,547.0,Sawdust,273.0,cellulose,127.0,cellulose,418.0,CaSO4,355.0,0.36,1,24,0.73,14,2000,Cold-Pressed,85,32,53,85,0.041
xxxxx,1,Oatmeal,96,Hemp,251.0,Hemp,172.0,Straw,230.0,Vegiplants,246.0,CaSO4,110.0,CaCO,398.0,cellulose,392.0,0.33,0,20,0.94,14,500,Hot-Pressed,75,38,29,85,0.041
zzzzzzzz,1,Buckwheat,50,Rapstraw,172.0,Rapstraw,234.0,Grass,362.0,Grass,132.0,CaSO4,368.0,CaCO,241.0,CaSO4,291.0,0.3,1,25,0.68,20,3500,Hot-Pressed,75,26,41,70,0.017
xxxxx,1,Bulgur,75,Hemp,371.0,Hemp,130.0,Grass,4.0,Sawdust,395.0,CaSO4,263.0,cellulose,435.0,CaCO,202.0,0.31,1,27,0.87,6,4500,Hot-Pressed,70,29,29,70,0.004
