strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_2,additive_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
xxxxx,1,Barley,59,Sawdust,55,Biertreber,240,Straw,86,Straw,267,CaSO4,CaSO4,cellulose,0.4,1,26,0.9344866340018686,8,500,Non-Pressed,80,65,65,80,0.096
yyyyyyy,0,BierTreber,90,Biertreber,60,Hemp,264,Vegiplants,62,Rapstraw,214,cellulose,CaCO,CaCO,0.39,0,19,0.6320005476653785,7,1000,Hot-Pressed,75,29,65,80,0.033
xxxxx,0,Oatmeal,77,Hemp,69,Rapstraw,232,Biertreber,84,Grass,230,CaCO,CaSO4,cellulose,0.38,1,28,0.7451900362744268,21,2500,Hot-Pressed,75,14,41,80,0.069
xxxxx,0,Bulgur,96,Rapstraw,56,Hemp,266,Grass,85,Hemp,285,CaCO,CaSO4,CaCO,0.58,1,20,0.8900874010830415,23,2000,Hot-Pressed,85,56,5,70,0.048
xxxxx,1,BierTreber,80,Sawdust,88,Rapstraw,255,Rapstraw,95,Hemp,225,cellulose,CaCO,CaSO4,0.56,1,22,0.6188983305080907,23,4000,Cold-Pressed,75,48,5,85,0.076
zzzzzzzz,0,Barley,66,Hemp,51,Straw,256,Grass,69,Biertreber,201,cellulose,CaSO4,CaSO4,0.43,1,23,0.7954244404759329,12,2500,Hot-Pressed,80,39,29,70,0.054
xxxxx,0,Buckwheat,66,Biertreber,82,Grass,284,Grass,73,Vegiplants,295,cellulose,CaCO,CaCO,0.53,1,18,0.7175367174211613,24,1000,Cold-Pressed,85,60,17,70,0.096
xxxxx,0,Bulgur,78,Grass,87,Sawdust,235,Vegiplants,58,Sawdust,244,cellulose,cellulose,CaCO,0.38,0,25,0.7703925437670237,25,4500,Cold-Pressed,75,54,29,70,0.057
zzzzzzzz,1,Barley,77,Sawdust,84,Sawdust,276,Sawdust,84,Rapstraw,257,CaCO,CaCO,CaSO4,0.46,1,20,0.7267711626304407,25,1000,Non-Pressed,75,77,65,70,0.029
yyyyyyy,0,Oatmeal,70,Vegiplants,92,Straw,281,Vegiplants,93,Sawdust,266,cellulose,CaSO4,CaSO4,0.45,1,19,0.7077391723577531,13,4500,Cold-Pressed,80,68,29,70,0.023
xxxxx,1,Oatmeal,97,Rapstraw,83,Vegiplants,256,Hemp,83,Straw,247,CaSO4,CaCO,cellulose,0.44,1,20,0.6423824804631102,11,1500,Hot-Pressed,85,53,41,80,0.041
zzzzzzzz,0,BierTreber,98,Straw,64,Rapstraw,291,Grass,96,Biertreber,287,CaSO4,cellulose,cellulose,0.39,1,24,0.6800068754096777,18,4000,Non-Pressed,70,14,17,70,0.047
yyyyyyy,1,Barley,61,Grass,67,Hemp,259,Sawdust,83,Grass,224,cellulose,CaSO4,CaSO4,0.35,1,19,0.6566162924001631,13,3000,Hot-Pressed,75,21,29,85,0.053
zzzzzzzz,0,BierTreber,89,Biertreber,89,Hemp,266,Straw,61,Grass,256,CaSO4,cellulose,cellulose,0.59,0,22,0.6098615866877058,7,2500,Cold-Pressed,80,42,41,85,0.099
yyyyyyy,1,Oatmeal,51,Hemp,94,Hemp,273,Rapstraw,86,Straw,287,CaCO,cellulose,CaCO,0.54,0,26,0.8182379362946943,24,4500,Hot-Pressed,70,32,29,75,0.043
xxxxx,1,Buckwheat,87,Vegiplants,55,Vegiplants,282,Hemp,75,Sawdust,280,cellulose,CaSO4,CaCO,0.42,0,23,0.9417598397224032,11,2000,Cold-Pressed,70,65,17,75,0.041
xxxxx,1,Oatmeal,54,Straw,76,Sawdust,286,Sawdust,63,Sawdust,256,cellulose,CaCO,CaSO4,0.38,1,25,0.6989202282980459,21,4000,Non-Pressed,85,45,5,80,0.06
zzzzzzzz,1,Bulgur,51,Rapstraw,59,Biertreber,298,Straw,98,Rapstraw,213,CaSO4,cellulose,cellulose,0.5,0,25,0.6925064311718755,13,3000,Non-Pressed,75,27,5,70,0.041
xxxxx,1,BierTreber,72,Vegiplants,67,Rapstraw,300,Biertreber,94,Biertreber,209,CaSO4,CaCO,CaSO4,0.31,0,22,0.8541700158165572,6,4500,Cold-Pressed,80,60,5,75,0.04
yyyyyyy,1,Bulgur,100,Grass,55,Biertreber,300,Straw,60,Straw,207,CaCO,CaSO4,cellulose,0.52,0,27,0.7246426308080713,24,2500,Cold-Pressed,80,48,65,85,0.015
zzzzzzzz,0,BierTreber,86,Biertreber,58,Sawdust,269,Vegiplants,75,Grass,246,CaCO,cellulose,cellulose,0.48,0,18,0.8161239370636155,7,3000,Cold-Pressed,70,54,17,85,0.043
yyyyyyy,1,BierTreber,87,Rapstraw,72,Grass,246,Vegiplants,74,Biertreber,218,CaSO4,CaSO4,cellulose,0.52,1,21,0.6394821206796283,6,3500,Hot-Pressed,80,31,65,75,0.018
zzzzzzzz,0,Oatmeal,61,Vegiplants,79,Biertreber,285,Vegiplants,63,Rapstraw,212,CaSO4,CaCO,CaCO,0.44,1,26,0.881756108796516,10,4000,Non-Pressed,80,46,17,75,0.047
zzzzzzzz,1,Barley,86,Biertreber,87,Hemp,279,Straw,81,Rapstraw,201,CaSO4,cellulose,CaSO4,0.53,0,26,0.7392111355752427,25,500,Cold-Pressed,70,67,29,80,0.06
xxxxx,0,Bulgur,73,Hemp,63,Rapstraw,246,Biertreber,84,Biertreber,287,cellulose,CaCO,cellulose,0.51,1,20,0.6634422525113346,21,3000,Cold-Pressed,80,44,5,80,0.004
yyyyyyy,1,Buckwheat,96,Grass,81,Grass,291,Straw,81,Vegiplants,280,CaSO4,CaCO,CaSO4,0.55,0,27,0.6149149262871306,8,500,Cold-Pressed,85,54,65,80,0.056
xxxxx,0,Barley,50,Sawdust,81,Hemp,288,Hemp,72,Vegiplants,246,cellulose,CaCO,CaCO,0.35,1,18,0.7346697207996999,24,4500,Non-Pressed,85,13,5,70,0.021
yyyyyyy,0,Oatmeal,91,Vegiplants,58,Rapstraw,256,Rapstraw,76,Hemp,283,CaCO,CaSO4,CaCO,0.33,1,27,0.6263293064209355,19,2500,Cold-Pressed,70,24,65,75,0.068
yyyyyyy,0,Bulgur,95,Straw,99,Grass,204,Hemp,87,Biertreber,233,CaSO4,cellulose,CaCO,0.52,1,26,0.6482125694910099,21,2500,Hot-Pressed,80,64,41,85,0.08
yyyyyyy,1,BierTreber,96,Sawdust,77,Hemp,275,Sawdust,97,Sawdust,210,CaSO4,CaCO,cellulose,0.3,1,18,0.8629152155495976,11,2000,Non-Pressed,80,57,65,80,0.056
xxxxx,1,Buckwheat,83,Straw,68,Grass,245,Straw,54,Hemp,201,CaCO,CaCO,CaSO4,0.31,0,24,0.6513655179915325,8,500,Non-Pressed,80,57,5,80,0.08
yyyyyyy,0,Buckwheat,100,Biertreber,78,Biertreber,273,Rapstraw,80,Biertreber,217,CaCO,CaSO4,CaSO4,0.57,1,22,0.904594220364215,25,2000,Hot-Pressed,75,52,17,70,0.06
xxxxx,1,Buckwheat,58,Vegiplants,50,Hemp,215,Biertreber,76,Hemp,245,CaCO,CaSO4,cellulose,0.5,0,22,0.8799153411023699,8,2000,Cold-Pressed,70,79,5,70,0.025
yyyyyyy,1,BierTreber,55,Rapstraw,63,Vegiplants,298,Grass,88,Biertreber,230,CaCO,CaCO,cellulose,0.49,0,26,0.8045274983602526,14,4000,Cold-Pressed,85,46,5,70,0.034
zzzzzzzz,0,BierTreber,80,Vegiplants,55,Sawdust,249,Biertreber,73,Straw,248,cellulose,CaSO4,cellulose,0.42,0,28,0.8029291162572042,17,3500,Non-Pressed,75,10,41,70,0.009
zzzzzzzz,0,Oatmeal,69,Rapstraw,64,Hemp,241,Sawdust,86,Rapstraw,280,CaSO4,CaCO,CaSO4,0.42,1,20,0.8434217933707445,18,2500,Non-Pressed,80,76,41,85,0.039
yyyyyyy,1,BierTreber,87,Biertreber,79,Straw,203,Grass,70,Straw,252,CaSO4,CaCO,CaCO,0.59,1,28,0.9430559231119309,13,2500,Cold-Pressed,75,10,17,80,0.009
xxxxx,1,Barley,81,Hemp,85,Straw,222,Grass,68,Biertreber,209,cellulose,CaSO4,CaSO4,0.36,0,22,0.9060010124667927,19,1000,Hot-Pressed,85,64,5,80,0.002
xxxxx,1,BierTreber,82,Rapstraw,53,Vegiplants,265,Biertreber,72,Rapstraw,258,cellulose,CaCO,cellulose,0.49,1,26,0.8877618228456561,18,500,Non-Pressed,80,49,41,75,0.092
yyyyyyy,0,Barley,54,Straw,85,Biertreber,267,Biertreber,97,Straw,276,CaSO4,CaCO,CaCO,0.51,0,26,0.8534159541831634,24,3000,Hot-Pressed,75,71,17,80,0.038
yyyyyyy,0,Buckwheat,57,Rapstraw,90,Grass,270,Rapstraw,87,Rapstraw,254,CaCO,CaCO,cellulose,0.52,0,26,0.9057646570619369,21,1000,Hot-Pressed,85,19,41,75,0.027
yyyyyyy,0,Oatmeal,67,Straw,67,Sawdust,247,Vegiplants,89,Biertreber,254,cellulose,cellulose,cellulose,0.53,1,18,0.9491173943244853,25,2000,Hot-Pressed,85,12,5,80,0.056
xxxxx,0,Barley,66,Rapstraw,84,Sawdust,227,Grass,78,Rapstraw,242,CaCO,CaSO4,CaCO,0.38,0,21,0.7016378069304392,16,3500,Hot-Pressed,75,22,5,80,0.044
zzzzzzzz,1,Barley,58,Sawdust,51,Sawdust,273,Hemp,93,Straw,284,cellulose,CaCO,CaSO4,0.43,0,26,0.9441998507506925,18,2000,Non-Pressed,70,17,5,75,0.038
zzzzzzzz,0,Bulgur,74,Grass,65,Rapstraw,211,Hemp,96,Vegiplants,244,CaCO,CaSO4,CaCO,0.54,1,18,0.6567917395525564,18,3500,Hot-Pressed,75,40,5,80,0.059
xxxxx,1,BierTreber,98,Biertreber,64,Sawdust,256,Sawdust,55,Vegiplants,244,CaSO4,CaSO4,CaSO4,0.51,0,23,0.7818703237226787,19,500,Hot-Pressed,70,45,53,85,0.004
xxxxx,1,Oatmeal,99,Sawdust,87,Vegiplants,202,Vegiplants,86,Grass,258,cellulose,CaSO4,CaSO4,0.55,0,18,0.7301562071476537,16,3500,Non-Pressed,70,61,53,85,0.018
yyyyyyy,1,BierTreber,79,Rapstraw,72,Straw,251,Sawdust,70,Vegiplants,265,CaSO4,cellulose,CaSO4,0.49,0,19,0.8133835602308346,5,2500,Hot-Pressed,85,59,29,80,0.07
yyyyyyy,1,Buckwheat,65,Grass,50,Vegiplants,228,Rapstraw,67,Vegiplants,269,CaCO,CaSO4,cellulose,0.52,0,19,0.9184782304650887,21,2000,Hot-Pressed,80,79,41,85,0.093
xxxxx,1,Oatmeal,93,Sawdust,62,Vegiplants,239,Grass,98,Rapstraw,279,CaCO,CaSO4,CaCO,0.47,0,26,0.7826913485276222,19,4500,Hot-Pressed,80,70,5,75,0.048
xxxxx,0,Oatmeal,95,Straw,72,Biertreber,219,Rapstraw,50,Rapstraw,232,cellulose,cellulose,CaCO,0.46,1,20,0.9307528957737563,7,2500,Hot-Pressed,75,45,29,80,0.072
zzzzzzzz,0,Buckwheat,99,Straw,60,Straw,274,Straw,58,Rapstraw,223,CaCO,CaSO4,CaCO,0.58,1,25,0.9339887329435143,20,3500,Cold-Pressed,80,42,29,70,0.034
zzzzzzzz,1,Barley,78,Biertreber,64,Straw,286,Biertreber,98,Hemp,217,cellulose,CaCO,CaCO,0.45,0,27,0.8293261776022756,14,4000,Cold-Pressed,75,48,29,70,0.083
zzzzzzzz,1,Bulgur,79,Vegiplants,70,Rapstraw,259,Vegiplants,80,Straw,273,CaCO,CaSO4,cellulose,0.53,0,27,0.7235393540510192,25,4000,Cold-Pressed,75,17,41,80,0.1
yyyyyyy,1,Oatmeal,69,Hemp,63,Vegiplants,264,Sawdust,98,Sawdust,234,CaCO,cellulose,cellulose,0.53,1,24,0.6232930167099678,9,3000,Hot-Pressed,75,25,5,85,0.09
zzzzzzzz,0,Buckwheat,69,Sawdust,99,Vegiplants,216,Straw,95,Grass,266,CaSO4,CaCO,CaCO,0.35,0,21,0.8476853805686383,13,2500,Non-Pressed,80,78,5,70,0.023
xxxxx,0,Bulgur,89,Vegiplants,71,Straw,300,Biertreber,88,Sawdust,262,cellulose,CaSO4,CaSO4,0.47,0,24,0.7110554115669594,17,1000,Cold-Pressed,75,31,65,70,0.017
xxxxx,1,BierTreber,94,Biertreber,96,Biertreber,236,Biertreber,68,Biertreber,218,cellulose,CaSO4,CaSO4,0.46,0,26,0.7753481631746065,25,1500,Hot-Pressed,80,44,29,70,0.074
zzzzzzzz,0,Oatmeal,50,Vegiplants,99,Biertreber,216,Sawdust,100,Straw,270,cellulose,CaSO4,CaSO4,0.49,1,19,0.8309829409057521,24,1000,Hot-Pressed,85,55,53,70,0.038
xxxxx,0,Bulgur,85,Biertreber,51,Sawdust,221,Rapstraw,64,Rapstraw,260,CaSO4,CaSO4,CaCO,0.39,0,20,0.6437217964173058,10,3500,Hot-Pressed,70,11,29,70,0.099
zzzzzzzz,0,Buckwheat,90,Straw,76,Hemp,249,Hemp,77,Grass,201,CaSO4,CaSO4,CaSO4,0.49,0,18,0.6692567018535563,24,4500,Non-Pressed,85,10,41,75,0.092
zzzzzzzz,0,Barley,95,Vegiplants,66,Rapstraw,260,Rapstraw,77,Grass,254,cellulose,CaSO4,cellulose,0.38,0,28,0.8806066685266011,9,3000,Non-Pressed,75,29,5,70,0.089
yyyyyyy,0,Bulgur,96,Hemp,90,Vegiplants,298,Rapstraw,95,Sawdust,209,CaCO,cellulose,cellulose,0.48,1,25,0.6507421194601887,15,500,Non-Pressed,85,45,41,85,0.01
zzzzzzzz,0,Bulgur,81,Rapstraw,83,Biertreber,284,Vegiplants,95,Grass,207,cellulose,cellulose,CaSO4,0.52,1,27,0.6428547096231774,8,2500,Hot-Pressed,80,70,65,85,0.004
yyyyyyy,1,Bulgur,78,Sawdust,70,Hemp,226,Biertreber,84,Vegiplants,210,CaSO4,CaCO,CaSO4,0.52,1,27,0.6147106390106398,13,1500,Cold-Pressed,75,13,17,80,0.04
xxxxx,1,Oatmeal,77,Sawdust,56,Biertreber,280,Biertreber,59,Straw,245,CaSO4,CaCO,cellulose,0.56,0,20,0.7052755357738919,22,3500,Non-Pressed,85,34,29,70,0.097
yyyyyyy,1,Barley,79,Rapstraw,74,Sawdust,213,Hemp,55,Straw,230,CaCO,cellulose,CaSO4,0.48,0,19,0.7099849215106698,14,1500,Non-Pressed,70,23,41,75,0.095
zzzzzzzz,0,Oatmeal,75,Hemp,83,Sawdust,216,Hemp,95,Sawdust,200,CaCO,cellulose,CaSO4,0.3,1,18,0.8909203409294906,13,2000,Non-Pressed,70,17,41,85,0.022
zzzzzzzz,0,Oatmeal,56,Grass,89,Biertreber,259,Vegiplants,54,Hemp,201,CaSO4,cellulose,CaSO4,0.35,0,25,0.6452560054272142,23,1500,Cold-Pressed,70,10,17,75,0.057
xxxxx,1,BierTreber,64,Rapstraw,72,Biertreber,217,Biertreber,79,Straw,207,cellulose,CaSO4,cellulose,0.59,1,28,0.7209638257806049,25,4000,Hot-Pressed,85,76,65,70,0.041
zzzzzzzz,1,Buckwheat,63,Vegiplants,88,Grass,231,Grass,90,Grass,281,cellulose,CaSO4,CaSO4,0.43,0,26,0.761027033483556,6,2500,Cold-Pressed,75,32,53,75,0.038
yyyyyyy,0,Bulgur,83,Rapstraw,94,Rapstraw,236,Biertreber,79,Vegiplants,236,CaSO4,CaCO,CaCO,0.36,1,23,0.6108993111853335,18,3500,Cold-Pressed,70,76,65,85,0.087
yyyyyyy,0,BierTreber,100,Hemp,78,Biertreber,216,Sawdust,94,Sawdust,203,cellulose,cellulose,CaSO4,0.43,0,19,0.7062906085210647,23,500,Non-Pressed,75,56,29,80,0.086
xxxxx,1,Buckwheat,62,Hemp,95,Vegiplants,292,Biertreber,52,Straw,296,cellulose,CaSO4,CaCO,0.3,1,23,0.859486134888007,24,1000,Cold-Pressed,75,45,53,85,0.03
xxxxx,1,Bulgur,88,Rapstraw,88,Straw,203,Sawdust,59,Straw,218,CaCO,CaSO4,cellulose,0.47,1,21,0.6264661527799185,24,4500,Cold-Pressed,75,18,17,80,0.068
zzzzzzzz,1,Barley,55,Vegiplants,68,Vegiplants,202,Grass,94,Straw,257,CaSO4,CaSO4,cellulose,0.5,0,22,0.7170150880512222,20,1500,Hot-Pressed,80,14,41,80,0.033
zzzzzzzz,1,Buckwheat,85,Rapstraw,83,Hemp,215,Grass,71,Sawdust,210,cellulose,cellulose,CaCO,0.35,0,23,0.9461659048701945,6,3500,Hot-Pressed,80,16,41,80,0.06
yyyyyyy,0,Bulgur,61,Hemp,72,Hemp,267,Grass,53,Grass,217,CaSO4,CaCO,CaCO,0.34,0,19,0.6757051639118717,15,3500,Cold-Pressed,75,55,53,75,0.051
zzzzzzzz,1,BierTreber,63,Straw,86,Sawdust,280,Vegiplants,88,Hemp,215,CaSO4,CaCO,CaSO4,0.41,0,23,0.869623061663984,5,4500,Cold-Pressed,70,27,41,80,0.005
xxxxx,1,Barley,99,Vegiplants,71,Grass,224,Straw,89,Hemp,240,cellulose,CaSO4,CaCO,0.45,1,21,0.8746911217705493,24,3500,Non-Pressed,85,16,29,75,0.017
yyyyyyy,0,Oatmeal,85,Rapstraw,56,Hemp,262,Sawdust,78,Hemp,244,CaSO4,CaCO,cellulose,0.34,0,22,0.7814128679963245,20,2000,Non-Pressed,70,18,41,70,0.055
yyyyyyy,0,BierTreber,84,Biertreber,86,Straw,261,Straw,93,Rapstraw,216,CaCO,CaSO4,CaCO,0.31,1,21,0.8919897777605881,12,1500,Hot-Pressed,75,65,65,70,0.06
zzzzzzzz,0,BierTreber,80,Hemp,74,Grass,229,Vegiplants,62,Straw,217,cellulose,CaCO,CaCO,0.52,1,19,0.7631409629720179,12,3500,Cold-Pressed,85,26,41,85,0.037
yyyyyyy,1,Bulgur,96,Grass,99,Hemp,279,Hemp,84,Grass,256,cellulose,CaSO4,cellulose,0.45,0,25,0.6665028969506388,19,2000,Cold-Pressed,80,11,29,85,0.054
xxxxx,1,Oatmeal,55,Rapstraw,100,Grass,251,Biertreber,61,Straw,222,CaCO,CaCO,cellulose,0.56,1,26,0.849260493650807,17,3500,Non-Pressed,75,51,53,85,0.043
xxxxx,1,Oatmeal,85,Hemp,59,Straw,205,Straw,96,Grass,232,CaCO,CaSO4,CaCO,0.53,1,25,0.6004345602954101,19,2000,Cold-Pressed,85,51,29,85,0.061
xxxxx,1,Oatmeal,77,Sawdust,55,Vegiplants,263,Vegiplants,67,Grass,236,CaSO4,CaSO4,CaCO,0.45,1,25,0.7559639986710718,23,4500,Hot-Pressed,70,41,53,80,0.096
yyyyyyy,1,BierTreber,54,Vegiplants,50,Grass,244,Sawdust,56,Biertreber,297,cellulose,CaCO,cellulose,0.51,1,28,0.815261975597059,19,1000,Non-Pressed,85,78,65,75,0.032
zzzzzzzz,0,Barley,62,Vegiplants,83,Straw,266,Hemp,99,Rapstraw,203,cellulose,CaSO4,cellulose,0.59,1,25,0.6948564622147514,6,3000,Non-Pressed,75,72,29,70,0.087
xxxxx,1,Bulgur,98,Hemp,71,Straw,244,Rapstraw,62,Rapstraw,245,cellulose,CaSO4,cellulose,0.51,1,24,0.9220133303279807,16,2000,Non-Pressed,70,40,65,80,0.009
yyyyyyy,0,Buckwheat,72,Rapstraw,99,Hemp,298,Straw,89,Rapstraw,274,cellulose,cellulose,CaSO4,0.33,1,23,0.7591077661918305,11,3000,Hot-Pressed,75,11,29,80,0.086
xxxxx,1,BierTreber,85,Hemp,85,Grass,212,Rapstraw,90,Biertreber,233,CaSO4,CaCO,CaCO,0.3,0,20,0.6122240663635367,12,500,Hot-Pressed,85,28,65,75,0.03
yyyyyyy,0,Oatmeal,84,Straw,73,Grass,246,Hemp,74,Biertreber,266,CaSO4,CaCO,CaCO,0.56,0,20,0.7985945317922759,8,4500,Hot-Pressed,70,30,29,80,0.088
zzzzzzzz,1,Barley,87,Straw,52,Vegiplants,253,Rapstraw,63,Vegiplants,270,CaSO4,CaSO4,CaCO,0.33,0,19,0.6023604068082731,21,3500,Cold-Pressed,70,66,41,80,0.074
xxxxx,0,Buckwheat,91,Straw,93,Straw,202,Sawdust,82,Biertreber,263,cellulose,CaCO,cellulose,0.59,0,22,0.6502511273688605,21,3000,Cold-Pressed,70,44,29,80,0.087
zzzzzzzz,1,Barley,89,Hemp,96,Biertreber,237,Hemp,97,Biertreber,260,CaSO4,CaCO,cellulose,0.43,0,28,0.9261924193722675,12,2000,Hot-Pressed,75,25,17,85,0.066
zzzzzzzz,0,Buckwheat,70,Grass,100,Grass,218,Biertreber,75,Grass,209,CaCO,CaCO,CaCO,0.34,0,28,0.9235391680008391,7,3500,Cold-Pressed,80,42,17,85,0.013
yyyyyyy,0,Bulgur,62,Grass,90,Grass,267,Sawdust,66,Rapstraw,223,cellulose,cellulose,CaSO4,0.57,1,20,0.821789757560135,20,4000,Non-Pressed,80,43,29,75,0.044
xxxxx,1,Oatmeal,91,Vegiplants,53,Straw,218,Rapstraw,59,Grass,282,CaSO4,CaCO,CaSO4,0.41,1,20,0.8018313859504904,9,1000,Cold-Pressed,80,37,5,85,0.073
zzzzzzzz,1,Bulgur,90,Grass,98,Grass,272,Biertreber,57,Straw,213,CaCO,CaSO4,cellulose,0.48,1,20,0.8590108641099399,24,2000,Non-Pressed,85,27,29,80,0.041
xxxxx,0,Bulgur,60,Biertreber,90,Vegiplants,242,Biertreber,89,Straw,279,cellulose,CaSO4,CaCO,0.34,1,19,0.9288358710336908,25,3000,Hot-Pressed,75,55,41,70,0.042
zzzzzzzz,0,Oatmeal,60,Hemp,61,Sawdust,237,Sawdust,60,Vegiplants,242,CaCO,CaCO,CaCO,0.35,0,26,0.8992047163907938,6,500,Cold-Pressed,75,25,53,75,0.028
xxxxx,1,Buckwheat,65,Straw,64,Rapstraw,231,Grass,77,Rapstraw,284,cellulose,cellulose,CaCO,0.46,0,24,0.657281689635472,18,500,Hot-Pressed,70,36,5,70,0.023
zzzzzzzz,0,Buckwheat,93,Rapstraw,58,Hemp,263,Sawdust,99,Hemp,204,CaSO4,CaCO,CaCO,0.43,1,23,0.642645796787457,10,4500,Hot-Pressed,75,10,29,80,0.065
yyyyyyy,1,Oatmeal,56,Grass,63,Grass,276,Vegiplants,82,Grass,226,CaSO4,CaSO4,CaSO4,0.55,1,27,0.7810204953730439,22,4000,Hot-Pressed,70,70,5,85,0.055
zzzzzzzz,1,BierTreber,53,Vegiplants,52,Hemp,300,Sawdust,100,Sawdust,298,cellulose,CaSO4,cellulose,0.54,1,27,0.863194762041126,11,2000,Hot-Pressed,80,61,29,75,0.041
zzzzzzzz,1,Bulgur,66,Sawdust,54,Sawdust,227,Hemp,67,Sawdust,242,CaSO4,cellulose,cellulose,0.55,1,19,0.7428680511787722,23,3000,Cold-Pressed,85,22,5,70,0.04
zzzzzzzz,0,Barley,98,Straw,66,Hemp,248,Straw,56,Straw,205,CaSO4,cellulose,CaSO4,0.42,1,18,0.9112552892501449,19,4500,Non-Pressed,75,31,17,75,0.027
xxxxx,0,Oatmeal,99,Grass,56,Biertreber,254,Vegiplants,84,Rapstraw,215,CaCO,cellulose,CaSO4,0.49,0,28,0.8043927559242181,22,2500,Cold-Pressed,75,19,65,85,0.055
zzzzzzzz,1,Bulgur,67,Biertreber,93,Grass,205,Biertreber,80,Hemp,233,CaSO4,CaSO4,CaSO4,0.34,1,19,0.8724696943176705,8,4000,Non-Pressed,70,15,5,80,0.002
zzzzzzzz,1,Bulgur,86,Rapstraw,92,Hemp,249,Hemp,61,Grass,288,cellulose,CaSO4,CaCO,0.38,1,26,0.7825310635758005,19,4000,Hot-Pressed,75,26,17,80,0.049
yyyyyyy,0,Buckwheat,64,Rapstraw,51,Sawdust,268,Hemp,67,Sawdust,239,CaSO4,CaSO4,CaCO,0.38,1,18,0.6394542147497899,15,4500,Non-Pressed,80,52,41,70,0.021
xxxxx,1,Oatmeal,79,Biertreber,71,Rapstraw,284,Biertreber,68,Biertreber,226,cellulose,CaCO,CaSO4,0.56,1,24,0.8553169078557505,22,4000,Hot-Pressed,75,58,65,85,0.07
xxxxx,1,Barley,56,Biertreber,62,Vegiplants,206,Grass,68,Rapstraw,229,CaCO,CaCO,CaSO4,0.56,0,24,0.662771504902197,6,2000,Non-Pressed,85,46,17,85,0.095
zzzzzzzz,1,BierTreber,79,Straw,95,Straw,259,Hemp,73,Hemp,246,cellulose,cellulose,cellulose,0.35,0,21,0.7899948575346122,11,2500,Non-Pressed,70,78,53,70,0.08
yyyyyyy,1,Oatmeal,76,Grass,65,Biertreber,212,Biertreber,92,Straw,209,CaSO4,CaSO4,cellulose,0.57,1,22,0.7162437422899961,17,500,Cold-Pressed,80,61,5,80,0.028
zzzzzzzz,1,BierTreber,83,Vegiplants,100,Vegiplants,228,Rapstraw,85,Biertreber,253,cellulose,CaSO4,CaSO4,0.47,0,27,0.6286451517232088,19,4500,Hot-Pressed,85,33,41,70,0.067
xxxxx,0,Oatmeal,57,Vegiplants,52,Sawdust,222,Rapstraw,96,Hemp,269,cellulose,CaSO4,cellulose,0.4,1,21,0.661763879511236,8,2500,Hot-Pressed,85,76,41,80,0.061
xxxxx,0,Buckwheat,97,Rapstraw,94,Biertreber,219,Grass,59,Straw,217,CaSO4,CaSO4,CaCO,0.3,1,18,0.6846024223798313,23,3000,Non-Pressed,85,33,17,70,0.079
yyyyyyy,1,Barley,50,Sawdust,68,Sawdust,253,Straw,98,Biertreber,226,cellulose,cellulose,CaCO,0.47,1,24,0.6939042744210144,21,4500,Hot-Pressed,70,73,29,75,0.02
xxxxx,1,Bulgur,62,Hemp,59,Biertreber,265,Biertreber,70,Sawdust,260,cellulose,cellulose,CaCO,0.42,1,20,0.6031652271069617,9,3000,Hot-Pressed,85,71,29,75,0.075
xxxxx,1,Buckwheat,99,Hemp,80,Straw,246,Vegiplants,78,Sawdust,265,CaSO4,cellulose,CaSO4,0.33,0,20,0.9479750761605606,6,1500,Cold-Pressed,80,41,29,75,0.084
xxxxx,1,Bulgur,54,Rapstraw,99,Biertreber,268,Sawdust,63,Rapstraw,298,cellulose,cellulose,CaSO4,0.39,1,20,0.7351806996593465,13,4500,Hot-Pressed,70,13,53,75,0.007
yyyyyyy,1,Buckwheat,50,Rapstraw,66,Straw,207,Vegiplants,50,Biertreber,254,CaSO4,CaCO,CaSO4,0.55,1,18,0.6439714801528255,13,500,Non-Pressed,70,36,29,70,0.043
zzzzzzzz,0,BierTreber,57,Hemp,59,Hemp,264,Rapstraw,61,Sawdust,282,cellulose,cellulose,cellulose,0.56,1,18,0.816118193101027,23,4000,Cold-Pressed,75,16,17,75,0.05
zzzzzzzz,1,Barley,61,Grass,69,Sawdust,207,Rapstraw,91,Hemp,288,CaSO4,CaSO4,CaSO4,0.4,0,25,0.6611006551005696,7,3500,Non-Pressed,75,72,53,85,0.021
xxxxx,1,Oatmeal,72,Rapstraw,98,Vegiplants,204,Biertreber,62,Straw,294,CaSO4,cellulose,CaSO4,0.43,1,24,0.7915445487459636,16,1000,Hot-Pressed,75,55,65,70,0.033
xxxxx,0,Buckwheat,96,Vegiplants,86,Hemp,224,Sawdust,89,Grass,204,CaSO4,CaSO4,cellulose,0.59,0,28,0.6821885489774782,23,2500,Non-Pressed,70,21,65,80,0.017
zzzzzzzz,0,Bulgur,84,Sawdust,97,Biertreber,267,Hemp,100,Hemp,262,cellulose,CaSO4,CaSO4,0.6,0,19,0.6252320962874699,15,4500,Non-Pressed,75,64,17,85,0.054
